,Job Title,Company Name,Location,avg_salary
388,"Technology-Minded, Data Professional Opportunities",Veterans United Home Loans,"Columbia, MO",70.5
389,Senior Data Engineer,Praetorian,"Austin, TX",138.5
390,Managing Data Scientist/ML Engineer,PA Consulting,"Boston, MA",107.5
391,"Scientist, Pharmacometrics",Agios Pharmaceuticals,"Cambridge, MA",120.5
392,Staff Scientist- Upstream PD,Advanced BioScience Laboratories,"Rockville, MD",81.0
393,Scientist Manufacturing Pharma - Kentucky BioProcessing,Reynolds American,"Owensboro, KY",103.5
394,Sr. Data Engineer,Echo Global Logistics,"Chicago, IL",107.5
395,Lead Big Data Engineer,Glassdoor,"San Francisco, CA",162.0
396,Product Engineer – Spatial Data Science and Statistical Analysis,Esri,"Redlands, CA",68.5
397,Sr Software Engineer (Data Scientist),Assurant,"Westlake, OH",110.5
398,College Hire - Data Scientist - Open to December 2019 Graduates,Caterpillar,"Peoria, IL",81.0
399,Senior Data Scientist,Equity Residential,"Chicago, IL",130.0
400,Sr. Data Engineer (ETL Developer),F&G,"Des Moines, IA",115.5
401,Senior Data Scientist Artificial Intelligence,PNNL,"Richland, WA",80.5
402,Analytics - Business Assurance Data Analyst,GreatAmerica Financial Services,"Cedar Rapids, IA",43.0
403,"Associate Director/Director, Safety Scientist",Acceleron Pharma,"Cambridge, MA",140.0
405,Data Analyst Senior,AmeriHealth Caritas,"Philadelphia, PA",66.5
406,Lead Data Engineer (Python),Strategic Employment Partners,"San Francisco, CA",94.5
407,Senior Data Scientist 4 Artificial Intelligence,PNNL,"Seattle, WA",119.0
408,Medical Lab Scientist - MLT,Catholic Health Initiatives,"Omaha, NE",25.0
409,"Senior Operations Data Analyst, Call Center Operations",FLEETCOR,"Nashville, TN",13.5
410,"Director II, Data Science - GRS Predictive Analytics",Liberty Mutual Insurance,"Chicago, IL",194.5
411,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,Southwest Research Institute,"San Antonio, TX",71.5
412,Geospatial Software Developer and Data Scientist,Applied Research Laboratories,"Austin, TX",105.5
413,Senior Scientist - Toxicologist - Product Integrity (Stewardship),Reynolds American,"Winston-Salem, NC",74.0
414,Systems Engineer II - Data Analyst,Raytheon,"Huntsville, AL",62.5
415,Senior Research Analytical Scientist-Non-Targeted Analysis,RTI International,"Durham, NC",65.5
416,Director Data Science,TRANZACT,"Fort Lee, NJ",161.5
417,Sr Data Analyst - IT,United BioSource,"Blue Bell, PA",72.5
418,Senior Data Engineer,Figure Eight,"San Francisco, CA",139.0
419,Senior Data Engineer,Tapjoy,"San Francisco, CA",136.5
420,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,Fareportal,"New York, NY",74.5
421,Senior Scientist - Biostatistician,Reynolds American,"Winston-Salem, NC",80.5
422,Data Scientist,Sartorius,"Albuquerque, NM",75.5
423,Data Scientist,1904labs,"Saint Louis, MO",143.5
424,Data Scientist,Others,"Springfield, VA",101.0
425,Data Engineer,MassMutual,"Springfield, MA",92.0
426,Computational Chemist/Data Scientist,PNNL,"Richland, WA",76.5
427,Principal Data Scientist (Computational Chemistry),Recursion Pharmaceuticals,"Salt Lake City, UT",140.5
428,Data Scientist,Others,"Jersey City, NJ",116.5
429,Principal Machine Learning Scientist,Others,"San Francisco, CA",232.5
430,Data Scientist,Others,"San Francisco, CA",120.5
431,Product Engineer – Data Science,Esri,"Arlington, VA",82.0
432,"Principal Scientist, Chemistry & Immunology",Rochester Regional Health,"Rochester, NY",84.5
433,Data Scientist,Others,Others,153.0
434,Data Scientist,Others,"Palo Alto, CA",127.0
435,Data Scientist,Others,Others,85.5
436,Data Scientist,Others,Others,76.5
437,Data Scientist,Others,"New York, NY",128.0
438,Data Engineer,"Numeric, LLC",Others,91.5
439,"Scientist/Senior Scientist, Autoimmune",Rubius Therapeutics,"Cambridge, MA",134.5
440,Data Scientist,Samba TV,"San Francisco, CA",164.5
441,Software Engineer - Data Visualization,ClearEdge,"Annapolis Junction, MD",93.5
442,Market Data Analyst,SV Microwave,"West Palm Beach, FL",44.0
443,Staff Data Engineer,Sumo Logic,"Austin, TX",149.5
444,Associate Data Engineer,EAB,"Washington, DC",65.5
445,Data Engineer,SpringML,"Herndon, VA",109.0
446,Staff Data Engineer,Others,"Mountain View, CA",177.0
447,Data Scientist,Systems & Technology Research,"Arlington, VA",107.0
448,Data Scientist,Netskope,"Santa Clara, CA",154.5
449,Data Scientist,Others,"Santa Clara, CA",113.5
450,Senior Data Scientist,Brighthouse Financial,"Charlotte, NC",124.5
451,Data Scientist,Others,Others,143.5
452,Data Scientist,Others,"San Francisco, CA",113.5
453,Data Scientist,Others,"Springfield, VA",101.5
454,"Data Analyst, Performance Partnership",Others,"New York, NY",73.0
455,Data Scientist,Others,"New York, NY",80.5
457,Staff BI and Data Engineer,Affinity Solutions,"San Jose, CA",114.0
458,Data Scientist,Others,Others,139.5
459,Data Scientist,Others,"New York, NY",145.5
460,Data Scientist,Others,"New York, NY",87.0
461,Data Scientist,Others,Others,100.5
462,Data Scientist Manager,Others,"New York, NY",147.0
463,Data Engineer,Others,"New York, NY",110.5
464,Marketing Data Analyst,Citadel Federal Credit Union,"Exton, PA",49.0
465,Data Scientist,Others,Others,94.0
466,Senior Data Scientist,Medidata Solutions,"New York, NY",123.5
467,"Principal Scientist, Hematology",Rochester Regional Health,"Rochester, NY",84.5
468,Data Analyst,CALIBRE Systems,"Alexandria, VA",71.0
469,Software Data Engineer - College,HP Inc.,Others,73.0
470,"Director - Data, Privacy and AI Governance",MassMutual,"Boston, MA",101.0
471,Staff Machine Learning Engineer,Tapjoy,"San Francisco, CA",181.0
472,Data Scientist,Northrop Grumman,"San Diego, CA",109.5
473,Lead Data Scientist,Visa Inc.,"Bellevue, WA",184.5
474,Senior Data Scientist - Algorithms,Others,"New York, NY",165.0
475,Information Security Data Analyst,Motorola Solutions,"Chicago, IL",61.0
476,Lead Data Engineer,Credit Sesame,"Mountain View, CA",205.0
477,Data Analyst,Others,"New York, NY",59.5
478,Scientist Manufacturing - Kentucky BioProcessing,Reynolds American,"Owensboro, KY",103.5
479,Consultant - Analytics Consulting,Infosys,"Hartford, CT",62.5
480,Data Analytics Project Manager,MassMutual,"Springfield, MA",63.0
481,Data Analyst,AXION Healthcare Solutions,"New York, NY",66.0
482,Data Engineer,Alignment Healthcare,"Orange, CA",94.5
483,Data Scientist,ExecOnline,"New York, NY",75.5
484,Machine Learning Engineer,Mteq,"Fort Belvoir, VA",87.0
485,Senior Data Scientist Oncology,AstraZeneca,"Gaithersburg, MD",140.0
486,Data Scientist,Brillient,"Silver Spring, MD",86.0
487,Senior Data Scientist,Entefy,"Palo Alto, CA",116.5
488,Senior Scientist (Neuroscience),Sunovion,"Marlborough, MA",154.5
489,Machine Learning Engineer - Regulatory,Cboe Global Markets,"Lenexa, KS",87.0
490,Marketing Data Analyst,San Manuel Casino,"Highland, CA",48.5
491,Data Engineer,Trace3,"Houston, TX",80.0
492,Medical Laboratory Scientist,Texas Health Huguley Hospital,"Burleson, TX",21.5
493,R&D Specialist/ Food Scientist,Teasdale Latin Foods,"Hoopeston, IL",52.5
494,Principal Data Scientist,Northrop Grumman,"San Jose, CA",173.0
495,Data Engineer,Saama Technologies Inc,"Phoenix, AZ",68.5
496,Data Scientist - Alpha Insights,Others,"New York, NY",172.0
497,"Data Scientist, Office of Data Science",Liberty Mutual Insurance,"Boston, MA",114.5
498,"Associate Principal Scientist, Pharmacogenomics",AstraZeneca,"Gaithersburg, MD",95.0
499,Data Scientist - Systems Engineering,MITRE,"Bedford, MA",69.5
500,Data Engineer,Guidepoint,"New York, NY",64.5
501,"Scientist, Bacteriology",Cerus Corporation,"Concord, CA",111.5
502,Data Scientist,Strategic Financial Solutions,"New York, NY",97.5
503,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",Takeda Pharmaceuticals,"Cambridge, MA",154.5
504,Senior Research Scientist-Machine Learning,Software Engineering Institute,"Pittsburgh, PA",124.0
505,Data Scientist,"Remedy BPCI Partners, LLC.","New York, NY",95.0
506,Senior Data Scientist,Maven Wave Partners,"Chicago, IL",128.5
507,Principal Data Scientist,The Climate Corporation,"San Francisco, CA",194.0
508,Data Scientist,Crossix Solutions,"New York, NY",104.5
509,Clinical Laboratory Scientist,Vail Health,"Vail, CO",31.5
510,Data Engineer - Consultant (Charlotte Based),Clarity Insights,"Charlotte, NC",85.5
511,"Data Analyst 1, full-time contract worker for up to 12 months",The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",50.0
512,Data Engineer,NCSOFT,"Aliso Viejo, CA",113.0
513,"Scientist, Immuno-Oncology",GSK,"Cambridge, MA",90.5
514,Senior Data Scientist,Factual,"Los Angeles, CA",153.0
515,Products Data Analyst II,TriNet,"Dublin, CA",123.5
516,Lead Data Analyst,Signpost,"New York, NY",47.0
517,Analytics Manager - Data Mart,Central California Alliance for Health,"Scotts Valley, CA",64.0
518,Data Science Engineer - Mobile,Adobe,"San Jose, CA",162.0
519,Senior Data Scientist - R&D Oncology,AstraZeneca,"New York, NY",137.0
520,Sr. Data Engineer - Contract-to-Hire (Java),Pilot Flying J Travel Centers LLC,"Knoxville, TN",98.0
521,Data Scientist,Swiss Re,"Armonk, NY",115.0
522,Senior Data Scientist,Sartorius,Others,133.5
523,Data Engineer,Pinnacol Assurance,"Denver, CO",99.0
524,Food Scientist - Developer,Palermo's Pizza,"Milwaukee, WI",54.0
525,Senior Data Engineer,Equian LLC,"Franklin, TN",109.0
526,Data Engineer,MetroStar Systems,"Rockville, MD",109.0
527,Senior Data Scientist,MathWorks,"Natick, MA",139.5
528,"Director II, Data Science - GRM Actuarial",Liberty Mutual Insurance,"Chicago, IL",254.0
529,Machine Learning Engineer,Information Builders,"New York, NY",125.0
530,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",Novartis,"Cambridge, MA",106.5
531,"Scientist, Molecular/Cellular Biologist",Audentes Therapeutics,"South San Francisco, CA",73.0
532,Staff Scientist-Downstream Process Development,Advanced BioScience Laboratories,"Rockville, MD",81.0
533,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,Beebe Healthcare,"Millville, DE",27.5
534,Scientist - Analytical Services,Reynolds American,"Winston-Salem, NC",99.5
535,Associate Data Analyst- Graduate Development Program,National Interstate,"Richfield, OH",45.5
536,IT Associate Data Analyst,The Hanover Insurance Group,"Worcester, MA",54.0
537,Sr. Data Engineer,Moser Consulting,"Indianapolis, IN",122.5
538,Clinical Data Analyst,Greenway Health,"Tampa, FL",37.5
539,Business Data Analyst,Fareportal,"New York, NY",53.5
540,Senior Insurance Data Scientist,TransUnion,"Chicago, IL",140.0
541,Senior Data Science Systems Engineer,MITRE,"Hampton, VA",77.5
542,ENVIRONMENTAL ENGINEER/SCIENTIST,Mcphail Associates,"Cambridge, MA",26.5
543,Senior Scientist - Regulatory Submissions,Reynolds American,"Winston-Salem, NC",117.5
544,Scientist - Biomarker and Flow Cytometry,Crown Bioscience,"San Diego, CA",70.5
545,"Associate Scientist, LC/MS Biologics",Q2 Solutions,"Ithaca, NY",70.0
546,Revenue Analytics Manager,HOVER,"San Francisco, CA",61.5
547,Sr. Scientist Method Development,Q2 Solutions,"Marietta, GA",80.0
548,Data Scientist,Oversight Systems,"Atlanta, GA",79.5
549,Data Scientist - Sales,Others,"Mountain View, CA",168.0
550,IT - Data Engineer II,Arbella Insurance,"Quincy, MA",90.0
552,Senior Data Analyst,Life360,"San Francisco, CA",138.5
553,"Principal, Data Science - Advanced Analytics",IQVIA,"Plymouth Meeting, PA",111.5
554,Data Science Project Manager,MassMutual,"Boston, MA",68.5
555,"Sr Scientist, Immuno-Oncology - Oncology",GSK,"Cambridge, MA",84.5
556,Senior Data Engineer,Eventbrite,"Nashville, TN",102.5
557,"Project Scientist - Auton Lab, Robotics Institute",Software Engineering Institute,"Pittsburgh, PA",73.5
558,Research Scientist – Security and Privacy,Riverside Research Institute,"Beavercreek, OH",93.5
559,Data Science Manager,"Numeric, LLC","Allentown, PA",127.5
560,Data Analyst 2 (Missionary Department),The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",72.0
561,"Enterprise Architect, Data",MassMutual,"Boston, MA",129.5
562,Supply Chain Data Analyst,Others,Others,47.0
563,Data Engineer - ETL,Others,Others,65.0
564,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,Associated Banc-Corp,"Green Bay, WI",60.0
565,"Senior Manager, Epidemiologic Data Scientist",Pfizer,"New York, NY",167.5
566,"Marketing Data Analyst, May 2020 Undergrad",Fareportal,"New York, NY",65.0
567,Senior Data Analyst,Novetta,"Herndon, VA",94.0
568,Senior Data Analyst,Moda Operandi,"New York, NY",87.5
569,Senior Data Engineer,Novetta,Others,97.0
570,Senior Data Engineer,Genesys,"Durham, NC",112.5
571,Data Modeler (Analytical Systems),MassMutual,"Boston, MA",91.5
572,Data Modeler - Data Solutions Engineer,Liberty Mutual Insurance,"Indianapolis, IN",51.5
573,Data Scientist in Translational Medicine,Novartis,"Cambridge, MA",114.5
574,Data Scientist,USEReady,"New York, NY",115.0
575,Product Manager/Data Evangelist,"Numeric, LLC","Phila, PA",74.0
576,Associate Environmental Scientist - Wildlife Biologist,QK,"Clovis, CA",51.0
577,Sr Data Engineer (Sr BI Developer),Tivity Health,"Chandler, AZ",100.0
578,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",Novartis,"Cambridge, MA",121.0
579,Senior Data Analyst/Scientist,Demandbase,"San Francisco, CA",121.5
580,"Associate, Data Science, Internal Audit",Santander,"Boston, MA",62.5
582,Senior LiDAR Data Scientist,Luminar Technologies,"Orlando, FL",122.0
583,Data Engineer,BRMi,"Chantilly, VA",85.0
584,Data Engineer,Others,Others,60.5
585,Lead Data Scientist,Zest AI,"Burbank, CA",180.0
586,"Technology-Minded, Data Professional Opportunities",Veterans United Home Loans,"Columbia, MO",70.5
587,Big Data Engineer,Peraton,"Chantilly, VA",118.5
588,Salesforce Analytics Consultant,"Emtec, Inc.","Chicago, IL",66.5
589,Managing Data Scientist/ML Engineer,PA Consulting,"Boston, MA",107.5
590,Senior Data Engineer,Praetorian,"Austin, TX",138.5
591,Staff Scientist- Upstream PD,Advanced BioScience Laboratories,"Rockville, MD",81.0
592,Data Engineering Analyst,Others,Others,58.5
593,Sr. Data Engineer,Echo Global Logistics,"Chicago, IL",107.5
594,"Scientist, Pharmacometrics",Agios Pharmaceuticals,"Cambridge, MA",120.5
595,Manager of Data Science,Tapjoy,"San Francisco, CA",63.5
596,Scientist Manufacturing Pharma - Kentucky BioProcessing,Reynolds American,"Owensboro, KY",103.5
597,Software Engineer (Data Scientist/Software Engineer) - SISW - MG,Others,"Fremont, CA",107.0
598,Data Engineer,Others,"Springfield, VA",105.5
599,Data Engineer,Others,"San Diego, CA",83.0
600,Lead Big Data Engineer,Glassdoor,"San Francisco, CA",162.0
601,Product Engineer – Spatial Data Science and Statistical Analysis,Esri,"Redlands, CA",68.5
602,Sr Software Engineer (Data Scientist),Assurant,"Westlake, OH",110.5
603,Sr. Data Engineer (ETL Developer),F&G,"Des Moines, IA",115.5
604,Associate Research Scientist I (Protein Expression and Production),Exelixis,"Alameda, CA",87.5
605,Senior Data Scientist Artificial Intelligence,PNNL,"Richland, WA",80.5
606,Analytics - Business Assurance Data Analyst,GreatAmerica Financial Services,"Cedar Rapids, IA",43.0
607,"Associate Director/Director, Safety Scientist",Acceleron Pharma,"Cambridge, MA",140.0
608,"Director, Precision Medicine Clinical Biomarker Scientist",Pfizer,"Cambridge, MA",172.0
610,Data Analyst Senior,AmeriHealth Caritas,"Philadelphia, PA",66.5
611,Senior Formulations Scientist II,Exelixis,"Alameda, CA",100.0
612,Lead Data Engineer (Python),Strategic Employment Partners,"San Francisco, CA",94.5
613,Data Science Manager,Others,"San Francisco, CA",221.5
614,Senior Data Scientist 4 Artificial Intelligence,PNNL,"Seattle, WA",119.0
615,Data Engineer,Others,"Chicago, IL",95.5
616,"Director II, Data Science - GRS Predictive Analytics",Liberty Mutual Insurance,"Chicago, IL",194.5
617,Medical Lab Scientist - MLT,Catholic Health Initiatives,"Omaha, NE",25.0
618,"Senior Operations Data Analyst, Call Center Operations",FLEETCOR,"Nashville, TN",13.5
619,Senior Quantitative Analyst,Others,"Jersey City, NJ",173.0
620,Geospatial Software Developer and Data Scientist,Applied Research Laboratories,"Austin, TX",105.5
621,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,Southwest Research Institute,"San Antonio, TX",71.5
622,Senior Scientist - Toxicologist - Product Integrity (Stewardship),Reynolds American,"Winston-Salem, NC",74.0
623,Systems Engineer II - Data Analyst,Raytheon,"Huntsville, AL",62.5
624,Senior Research Analytical Scientist-Non-Targeted Analysis,RTI International,"Durham, NC",65.5
625,Data Scientist,DICK'S Sporting Goods - Corporate,"Coraopolis, PA",85.0
626,Principal Data Scientist,AstraZeneca,"Gaithersburg, MD",147.5
627,Director Data Science,TRANZACT,"Fort Lee, NJ",161.5
628,Data Engineer,Others,Others,81.0
629,Sr Data Analyst - IT,United BioSource,"Blue Bell, PA",72.5
630,Senior Data Engineer,Figure Eight,"San Francisco, CA",139.0
631,Senior Data Engineer,Tapjoy,"San Francisco, CA",136.5
632,Sr. Data Analyst,Others,"New York, NY",83.0
633,Research Scientist or Senior Research Scientist - Computer Vision,Mitsubishi Electric Research Labs,"Cambridge, MA",121.0
634,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,Fareportal,"New York, NY",74.5
635,Data Analyst Chemist - Quality System Contractor,Others,"San Francisco, CA",85.5
636,Senior Scientist - Biostatistician,Reynolds American,"Winston-Salem, NC",80.5
637,Research Scientist / Principal Research Scientist - Multiphysical Systems,Mitsubishi Electric Research Labs,"Cambridge, MA",167.5
638,"Research Scientist, Machine Learning Department",Software Engineering Institute,"Pittsburgh, PA",107.5
639,Foundational Community Supports Data Analyst,Others,"Seattle, WA",44.5
640,"Senior Health Data Analyst, Star Ratings",Others,Others,107.5
642,Sr. Data Analyst,Others,"Philadelphia, PA",69.5
643,"Senior Engineer, Data Management Engineering",Western Digital,Others,98.5
644,Quality Control Scientist III- Analytical Development,Advanced BioScience Laboratories,"Rockville, MD",80.5
645,"Clinical Scientist, Clinical Development",Others,Others,37.0
646,Software Engineer Staff Scientist: Human Language Technologies,Raytheon,Others,99.0
647,"Manager, Safety Scientist, Medical Safety & Risk Management",Agios Pharmaceuticals,"Cambridge, MA",96.5
648,"Assistant Director/Director, Office of Data Science",Liberty Mutual Insurance,"Boston, MA",53.0
649,Sr. Data Engineer | Big Data SaaS Pipeline,Others,"Los Angeles, CA",103.0
650,Senior Risk Data Scientist,Bill.com,"Palo Alto, CA",139.5
651,Data Scientist in Artificial Intelligence Early Career,Pacific Northwest National Laboratory,"Richland, WA",67.0
652,Consultant - Analytics Consulting,Infosys,"Hartford, CT",62.5
653,Scientist - CVRM Metabolism - in vivo pharmacology,AstraZeneca,"Gaithersburg, MD",92.0
654,Data Analyst,AXION Healthcare Solutions,"New York, NY",66.0
655,Data Engineer,Alignment Healthcare,"Orange, CA",94.5
656,Data Scientist,TRANZACT,"Fort Lee, NJ",114.0
657,Data Scientist,ExecOnline,"New York, NY",75.5
658,Data Scientist,Others,"Maryland Heights, MO",96.0
659,Machine Learning Engineer,Mteq,"Fort Belvoir, VA",87.0
660,Data Scientist,Brillient,"Silver Spring, MD",86.0
661,Senior Data Scientist,Entefy,"Palo Alto, CA",116.5
662,Senior Scientist (Neuroscience),Sunovion,"Marlborough, MA",154.5
663,Marketing Data Analyst,San Manuel Casino,"Highland, CA",48.5
664,Machine Learning Engineer - Regulatory,Cboe Global Markets,"Lenexa, KS",87.0
665,Data Engineer,Trace3,"Houston, TX",80.0
666,Medical Laboratory Scientist,Texas Health Huguley Hospital,"Burleson, TX",21.5
667,Principal Data Scientist,Northrop Grumman,"San Jose, CA",173.0
668,R&D Specialist/ Food Scientist,Teasdale Latin Foods,"Hoopeston, IL",52.5
669,Data Engineer,Saama Technologies Inc,"Phoenix, AZ",68.5
670,"Associate Principal Scientist, Pharmacogenomics",AstraZeneca,"Gaithersburg, MD",95.0
671,Data Scientist - Systems Engineering,MITRE,"Bedford, MA",69.5
672,Senior Data Scientist,The David J. Joseph Company,"Cincinnati, OH",107.0
673,Data Scientist SR,The Buffalo Group,"Charlottesville, VA",112.0
674,Data Scientist,Others,"Washington, DC",96.5
675,"Scientist, Bacteriology",Cerus Corporation,"Concord, CA",111.5
676,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",Takeda Pharmaceuticals,"Cambridge, MA",154.5
677,Data Scientist,"Remedy BPCI Partners, LLC.","New York, NY",95.0
678,Data Scientist,Strategic Financial Solutions,"New York, NY",97.5
679,Senior Data Scientist,Maven Wave Partners,"Chicago, IL",128.5
680,Senior Research Scientist-Machine Learning,Software Engineering Institute,"Pittsburgh, PA",124.0
681,Principal Data Scientist,The Climate Corporation,"San Francisco, CA",194.0
682,Clinical Laboratory Scientist,Vail Health,"Vail, CO",31.5
683,"Data Analyst 1, full-time contract worker for up to 12 months",The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",50.0
684,Data Scientist,Crossix Solutions,"New York, NY",104.5
685,Data Scientist,Others,"Phoenix, AZ",69.5
686,Data Scientist,Others,Others,121.0
687,Data Engineer - Consultant (Charlotte Based),Clarity Insights,"Charlotte, NC",85.5
688,Data Engineer,NCSOFT,"Aliso Viejo, CA",113.0
689,Data Scientist (Warehouse Automation),Others,"San Francisco, CA",103.0
690,"Scientist, Immuno-Oncology",GSK,"Cambridge, MA",90.5
691,Senior Data Scientist,Factual,"Los Angeles, CA",153.0
692,Jr. Data Scientist,MITRE,"McLean, VA",106.5
693,Senior Data Scientist,Others,Others,130.0
694,Products Data Analyst II,TriNet,"Dublin, CA",123.5
695,Data Architect / Data Modeler,Medidata Solutions,"New York, NY",86.5
696,Analytics Manager - Data Mart,Central California Alliance for Health,"Scotts Valley, CA",64.0
697,Lead Data Analyst,Signpost,"New York, NY",47.0
698,Data Science Engineer - Mobile,Adobe,"San Jose, CA",162.0
699,Senior Data Scientist Oncology,AstraZeneca,"Gaithersburg, MD",140.0
700,Data Scientist,Others,Others,89.0
701,Sr. Data Engineer - Contract-to-Hire (Java),Pilot Flying J Travel Centers LLC,"Knoxville, TN",98.0
702,Senior Data Scientist - R&D Oncology,AstraZeneca,"New York, NY",137.0
703,Data Engineer,Pinnacol Assurance,"Denver, CO",99.0
704,Food Scientist - Developer,Palermo's Pizza,"Milwaukee, WI",54.0
705,Senior Data Engineer,Equian LLC,"Franklin, TN",109.0
706,Data Engineer,MetroStar Systems,"Rockville, MD",109.0
707,Senior Data Scientist,MathWorks,"Natick, MA",139.5
708,"Director II, Data Science - GRM Actuarial",Liberty Mutual Insurance,"Chicago, IL",254.0
709,Machine Learning Engineer,Information Builders,"New York, NY",125.0
710,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",Novartis,"Cambridge, MA",106.5
711,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,Beebe Healthcare,"Millville, DE",27.5
712,"Scientist, Molecular/Cellular Biologist",Audentes Therapeutics,"South San Francisco, CA",73.0
713,Staff Scientist-Downstream Process Development,Advanced BioScience Laboratories,"Rockville, MD",81.0
714,Data Scientist,"Numeric, LLC","Philadelphia, PA",128.5
715,Scientist - Analytical Services,Reynolds American,"Winston-Salem, NC",99.5
716,"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",Others,"South San Francisco, CA",92.0
717,Associate Data Analyst- Graduate Development Program,National Interstate,"Richfield, OH",45.5
718,Sr. Data Engineer,Moser Consulting,"Indianapolis, IN",122.5
719,Clinical Data Analyst,Greenway Health,"Tampa, FL",37.5
720,IT Associate Data Analyst,The Hanover Insurance Group,"Worcester, MA",54.0
721,Business Data Analyst,Fareportal,"New York, NY",53.5
722,Senior Insurance Data Scientist,TransUnion,"Chicago, IL",140.0
723,Senior Data Science Systems Engineer,MITRE,"Hampton, VA",77.5
724,ENVIRONMENTAL ENGINEER/SCIENTIST,Mcphail Associates,"Cambridge, MA",26.5
725,Senior Scientist - Regulatory Submissions,Reynolds American,"Winston-Salem, NC",117.5
726,Scientist - Biomarker and Flow Cytometry,Crown Bioscience,"San Diego, CA",70.5
727,Revenue Analytics Manager,HOVER,"San Francisco, CA",61.5
728,Sr. Scientist Method Development,Q2 Solutions,"Marietta, GA",80.0
729,"Associate Scientist, LC/MS Biologics",Q2 Solutions,"Ithaca, NY",70.0
731,IT - Data Engineer II,Arbella Insurance,"Quincy, MA",90.0
732,Machine Learning Engineer (NLP),CK-12 Foundation,"Palo Alto, CA",111.0
733,Senior Data Analyst,Life360,"San Francisco, CA",138.5
734,Data Science Project Manager,MassMutual,"Boston, MA",68.5
735,Data Engineer,Others,"San Francisco, CA",87.5
736,"Principal, Data Science - Advanced Analytics",IQVIA,"Plymouth Meeting, PA",111.5
737,"Sr Scientist, Immuno-Oncology - Oncology",GSK,"Cambridge, MA",84.5
738,Senior Data Engineer,Eventbrite,"Nashville, TN",102.5
739,"Project Scientist - Auton Lab, Robotics Institute",Software Engineering Institute,"Pittsburgh, PA",73.5
740,Data Science Manager,"Numeric, LLC","Allentown, PA",127.5
741,Research Scientist – Security and Privacy,Riverside Research Institute,"Beavercreek, OH",93.5
